epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.31748995184898376,,,,,
0,99,,0.46526363492012024,,,,,
0,149,,0.3880642354488373,,,,,
0,199,,0.3038037121295929,,,,,
0,249,,0.3257153332233429,,,,,
0,299,,0.21804781258106232,,,,,
0,349,,0.28866222500801086,,,,,
0,399,,0.26043203473091125,,,,,
0,449,,0.266732394695282,,,,,
0,499,,0.22031010687351227,,,,,
0,549,,0.3204370141029358,,,,,
0,599,,0.18752482533454895,,,,,
0,649,,0.1598009318113327,,,,,
0,699,,0.2127995789051056,,,,,
0,749,,0.3619733154773712,,,,,
0,799,,0.17670893669128418,,,,,
0,849,,0.14926326274871826,,,,,
0,899,,0.2354038655757904,,,,,
0,949,,0.187068372964859,,,,,
0,999,,0.14877809584140778,,,,,
0,1049,,0.13255968689918518,,,,,
0,1099,,0.18332228064537048,,,,,
0,1149,,0.1500873863697052,,,,,
0,1199,,0.1098322719335556,,,,,
0,1249,,0.11064603179693222,,,,,
0,1299,,0.152785986661911,,,,,
0,1349,,0.14333181083202362,,,,,
0,1399,,0.16690577566623688,,,,,
0,1449,,0.1440899819135666,,,,,
0,1499,,0.17849957942962646,,,,,
0,1549,,0.2990228235721588,,,,,
0,1599,,0.11660490930080414,,,,,
0,1649,,0.19468438625335693,,,,,
0,1699,,0.11075066030025482,,,,,
0,1749,,0.11269664764404297,,,,,
0,1799,,0.15964369475841522,,,,,
0,1849,,0.10552037507295609,,,,,
0,1899,,0.14062055945396423,,,,,
0,1949,,0.16449536383152008,,,,,
0,1999,,0.13625676929950714,,,,,
0,2049,,0.1847156435251236,,,,,
0,2099,,0.11774609982967377,,,,,
0,2149,,0.07741688191890717,,,,,
0,2199,,0.15361782908439636,,,,,
0,2249,,0.11202888190746307,,,,,
0,2299,,0.10957349091768265,,,,,
0,2349,,0.17990043759346008,,,,,
0,2399,,0.10828311741352081,,,,,
0,2438,,,0.3111327588558197,1.8560212850570679,0.4255930781364441,0.6527105569839478,0.21357697248458862
0,2438,0.19337141513824463,,,,,,
1,2449,,0.1560746729373932,,,,,
1,2499,,0.12972304224967957,,,,,
1,2549,,0.08373910933732986,,,,,
1,2599,,0.18844197690486908,,,,,
1,2649,,0.11804469674825668,,,,,
1,2699,,0.07951126992702484,,,,,
1,2749,,0.21342356503009796,,,,,
1,2799,,0.08784135431051254,,,,,
1,2849,,0.0706155076622963,,,,,
1,2899,,0.08259262889623642,,,,,
1,2949,,0.15410113334655762,,,,,
1,2999,,0.1585862934589386,,,,,
1,3049,,0.09098826348781586,,,,,
1,3099,,0.11616619676351547,,,,,
1,3149,,0.13126665353775024,,,,,
1,3199,,0.11778048425912857,,,,,
1,3249,,0.08255394548177719,,,,,
1,3299,,0.14171412587165833,,,,,
1,3349,,0.10185357183218002,,,,,
1,3399,,0.1856941431760788,,,,,
1,3449,,0.1264818012714386,,,,,
1,3499,,0.10973172634840012,,,,,
1,3549,,0.13662777841091156,,,,,
1,3599,,0.1150420531630516,,,,,
1,3649,,0.11169033497571945,,,,,
1,3699,,0.10665597021579742,,,,,
1,3749,,0.10549706965684891,,,,,
1,3799,,0.12105314433574677,,,,,
1,3849,,0.13104189932346344,,,,,
1,3899,,0.08894002437591553,,,,,
1,3949,,0.16087456047534943,,,,,
1,3999,,0.15666286647319794,,,,,
1,4049,,0.12803669273853302,,,,,
1,4099,,0.1581735908985138,,,,,
1,4149,,0.13744570314884186,,,,,
1,4199,,0.1513991504907608,,,,,
1,4249,,0.08674739301204681,,,,,
1,4299,,0.09101472795009613,,,,,
1,4349,,0.12811987102031708,,,,,
1,4399,,0.0906679630279541,,,,,
1,4449,,0.11898062378168106,,,,,
1,4499,,0.1282837986946106,,,,,
1,4549,,0.10564254224300385,,,,,
1,4599,,0.1600881963968277,,,,,
1,4649,,0.14158734679222107,,,,,
1,4699,,0.17945314943790436,,,,,
1,4749,,0.07817114889621735,,,,,
1,4799,,0.09046054631471634,,,,,
1,4849,,0.12869487702846527,,,,,
1,4877,,,0.31780654191970825,1.8013511896133423,0.44192421436309814,0.6343600153923035,0.21514661610126495
1,4877,0.13039426505565643,,,,,,
2,4899,,0.08494841307401657,,,,,
2,4949,,0.07645847648382187,,,,,
2,4999,,0.0923197939991951,,,,,
2,5049,,0.08094561100006104,,,,,
2,5099,,0.07787491381168365,,,,,
2,5149,,0.10622326284646988,,,,,
2,5199,,0.10141795128583908,,,,,
2,5249,,0.1009187176823616,,,,,
2,5299,,0.1190069243311882,,,,,
2,5349,,0.10320893675088882,,,,,
2,5399,,0.08491940051317215,,,,,
2,5449,,0.09943597763776779,,,,,
2,5499,,0.0805710032582283,,,,,
2,5549,,0.09950386732816696,,,,,
2,5599,,0.0898837298154831,,,,,
2,5649,,0.09321235120296478,,,,,
2,5699,,0.10261253267526627,,,,,
2,5749,,0.1015525683760643,,,,,
2,5799,,0.2373005449771881,,,,,
2,5849,,0.1446516513824463,,,,,
2,5899,,0.1053370013833046,,,,,
2,5949,,0.0673472061753273,,,,,
2,5999,,0.0920749381184578,,,,,
2,6049,,0.07802093774080276,,,,,
2,6099,,0.09819937497377396,,,,,
2,6149,,0.0822237953543663,,,,,
2,6199,,0.10693588107824326,,,,,
2,6249,,0.16672459244728088,,,,,
2,6299,,0.10469021648168564,,,,,
2,6349,,0.09176329523324966,,,,,
2,6399,,0.08341898769140244,,,,,
2,6449,,0.09359533339738846,,,,,
2,6499,,0.06314532458782196,,,,,
2,6549,,0.11894576251506805,,,,,
2,6599,,0.06972863525152206,,,,,
2,6649,,0.07084555178880692,,,,,
2,6699,,0.09665320813655853,,,,,
2,6749,,0.14326994121074677,,,,,
2,6799,,0.07613181322813034,,,,,
2,6849,,0.1550256460905075,,,,,
2,6899,,0.13356922566890717,,,,,
2,6949,,0.1166660413146019,,,,,
2,6999,,0.07639624178409576,,,,,
2,7049,,0.11115378886461258,,,,,
2,7099,,0.12218987196683884,,,,,
2,7149,,0.2332162857055664,,,,,
2,7199,,0.08825678378343582,,,,,
2,7249,,0.2052300125360489,,,,,
2,7299,,0.10551054775714874,,,,,
2,7316,,,0.2942884862422943,1.6321547031402588,0.43693646788597107,0.5867327451705933,0.20903520286083221
2,7316,0.11586824804544449,,,,,,
3,7349,,0.10178262740373611,,,,,
3,7399,,0.3072633743286133,,,,,
3,7449,,0.10182099789381027,,,,,
3,7499,,0.050295013934373856,,,,,
3,7549,,0.07267681509256363,,,,,
3,7599,,0.12686915695667267,,,,,
3,7649,,0.10256724804639816,,,,,
3,7699,,0.10202181339263916,,,,,
3,7749,,0.09120643138885498,,,,,
3,7799,,0.09519711881875992,,,,,
3,7849,,0.09677010029554367,,,,,
3,7899,,0.14682841300964355,,,,,
3,7949,,0.05452585965394974,,,,,
3,7999,,0.09770814329385757,,,,,
3,8049,,0.08384794741868973,,,,,
3,8099,,0.09848860651254654,,,,,
3,8149,,0.11839105188846588,,,,,
3,8199,,0.16984738409519196,,,,,
3,8249,,0.09850244969129562,,,,,
3,8299,,0.12051735073328018,,,,,
3,8349,,0.0967893972992897,,,,,
3,8399,,0.10964279621839523,,,,,
3,8449,,0.11659519374370575,,,,,
3,8499,,0.10134993493556976,,,,,
3,8549,,0.1229492574930191,,,,,
3,8599,,0.0913514569401741,,,,,
3,8649,,0.1424034982919693,,,,,
3,8699,,0.08746813982725143,,,,,
3,8749,,0.09960329532623291,,,,,
3,8799,,0.132623553276062,,,,,
3,8849,,0.07142459601163864,,,,,
3,8899,,0.08274330198764801,,,,,
3,8949,,0.11329015344381332,,,,,
3,8999,,0.13636766374111176,,,,,
3,9049,,0.13094039261341095,,,,,
3,9099,,0.0990520566701889,,,,,
3,9149,,0.07640663534402847,,,,,
3,9199,,0.1331411749124527,,,,,
3,9249,,0.08243618905544281,,,,,
3,9299,,0.16238531470298767,,,,,
3,9349,,0.13464486598968506,,,,,
3,9399,,0.13440845906734467,,,,,
3,9449,,0.10725463926792145,,,,,
3,9499,,0.11356929689645767,,,,,
3,9549,,0.06721530109643936,,,,,
3,9599,,0.06493684649467468,,,,,
3,9649,,0.08071179687976837,,,,,
3,9699,,0.11339838802814484,,,,,
3,9749,,0.11258959770202637,,,,,
3,9755,,,0.2696201503276825,1.4335938692092896,0.42650750279426575,0.5225492119789124,0.1955219805240631
3,9755,0.10668587684631348,,,,,,
4,9799,,0.10389455407857895,,,,,
4,9849,,0.09006047993898392,,,,,
4,9899,,0.10326995700597763,,,,,
4,9949,,0.07317285239696503,,,,,
4,9999,,0.08220513164997101,,,,,
4,10049,,0.0618864931166172,,,,,
4,10099,,0.09817726910114288,,,,,
4,10149,,0.08195118606090546,,,,,
4,10199,,0.09112448990345001,,,,,
4,10249,,0.19476564228534698,,,,,
4,10299,,0.050669651478528976,,,,,
4,10349,,0.11889462918043137,,,,,
4,10399,,0.15793105959892273,,,,,
4,10449,,0.21793784201145172,,,,,
4,10499,,0.07548543065786362,,,,,
4,10549,,0.1153668612241745,,,,,
4,10599,,0.07952892780303955,,,,,
4,10649,,0.13620755076408386,,,,,
4,10699,,0.08230682462453842,,,,,
4,10749,,0.16456641256809235,,,,,
4,10799,,0.11190389096736908,,,,,
4,10849,,0.14564552903175354,,,,,
4,10899,,0.0950205996632576,,,,,
4,10949,,0.07794124633073807,,,,,
4,10999,,0.07957665622234344,,,,,
4,11049,,0.086766317486763,,,,,
4,11099,,0.05900342017412186,,,,,
4,11149,,0.0735936164855957,,,,,
4,11199,,0.09891673177480698,,,,,
4,11249,,0.09903248399496078,,,,,
4,11299,,0.15793010592460632,,,,,
4,11349,,0.10403972119092941,,,,,
4,11399,,0.05179367586970329,,,,,
4,11449,,0.07570947706699371,,,,,
4,11499,,0.08609921485185623,,,,,
4,11549,,0.09459991008043289,,,,,
4,11599,,0.06324218213558197,,,,,
4,11649,,0.09204500168561935,,,,,
4,11699,,0.1526280641555786,,,,,
4,11749,,0.06139969825744629,,,,,
4,11799,,0.12967392802238464,,,,,
4,11849,,0.07448387145996094,,,,,
4,11899,,0.08115185797214508,,,,,
4,11949,,0.1638079434633255,,,,,
4,11999,,0.11214268207550049,,,,,
4,12049,,0.06836247444152832,,,,,
4,12099,,0.11626531183719635,,,,,
4,12149,,0.05113818123936653,,,,,
4,12194,,,0.2981443703174591,1.739563226699829,0.43228626251220703,0.5837582945823669,0.2105698436498642
4,12194,0.10053239017724991,,,,,,
5,12199,,0.08269478380680084,,,,,
5,12249,,0.08871913701295853,,,,,
5,12299,,0.1534229964017868,,,,,
5,12349,,0.19786451756954193,,,,,
5,12399,,0.07354656606912613,,,,,
5,12449,,0.07219120115041733,,,,,
5,12499,,0.12604014575481415,,,,,
5,12549,,0.09483558684587479,,,,,
5,12599,,0.12287388741970062,,,,,
5,12649,,0.09943557530641556,,,,,
5,12699,,0.07902497053146362,,,,,
5,12749,,0.0686040073633194,,,,,
5,12799,,0.06881851702928543,,,,,
5,12849,,0.06451316922903061,,,,,
5,12899,,0.1592988222837448,,,,,
5,12949,,0.07815398275852203,,,,,
5,12999,,0.059503037482500076,,,,,
5,13049,,0.10674726963043213,,,,,
5,13099,,0.06528037041425705,,,,,
5,13149,,0.06846277415752411,,,,,
5,13199,,0.09636114537715912,,,,,
5,13249,,0.05767657607793808,,,,,
5,13299,,0.06067541986703873,,,,,
5,13349,,0.07498270273208618,,,,,
5,13399,,0.09204559028148651,,,,,
5,13449,,0.0946565642952919,,,,,
5,13499,,0.07190616428852081,,,,,
5,13549,,0.05088626220822334,,,,,
5,13599,,0.1531754583120346,,,,,
5,13649,,0.26054874062538147,,,,,
5,13699,,0.07125985622406006,,,,,
5,13749,,0.061891503632068634,,,,,
5,13799,,0.04872255399823189,,,,,
5,13849,,0.07421568781137466,,,,,
5,13899,,0.08761417120695114,,,,,
5,13949,,0.062040068209171295,,,,,
5,13999,,0.06773751229047775,,,,,
5,14049,,0.0937371626496315,,,,,
5,14099,,0.08104514330625534,,,,,
5,14149,,0.24152076244354248,,,,,
5,14199,,0.06882313638925552,,,,,
5,14249,,0.26021063327789307,,,,,
5,14299,,0.11397171765565872,,,,,
5,14349,,0.07208766043186188,,,,,
5,14399,,0.07772262394428253,,,,,
5,14449,,0.10203943401575089,,,,,
5,14499,,0.06915616244077682,,,,,
5,14549,,0.12433402240276337,,,,,
5,14599,,0.07227813452482224,,,,,
5,14633,,,0.26118695735931396,1.4513864517211914,0.39544522762298584,0.524774968624115,0.1910703331232071
5,14633,0.0955507755279541,,,,,,
6,14649,,0.11169081181287766,,,,,
6,14699,,0.06956404447555542,,,,,
6,14749,,0.07187118381261826,,,,,
6,14799,,0.146195650100708,,,,,
6,14849,,0.08490137755870819,,,,,
6,14899,,0.07474614679813385,,,,,
6,14949,,0.08816639333963394,,,,,
6,14999,,0.07673011720180511,,,,,
6,15049,,0.09837936609983444,,,,,
6,15099,,0.08927101641893387,,,,,
6,15149,,0.067916139960289,,,,,
6,15199,,0.07369489967823029,,,,,
6,15249,,0.08525367081165314,,,,,
6,15299,,0.061783868819475174,,,,,
6,15349,,0.06134966015815735,,,,,
6,15399,,0.11043834686279297,,,,,
6,15449,,0.18544264137744904,,,,,
6,15499,,0.08917741477489471,,,,,
6,15549,,0.14301756024360657,,,,,
6,15599,,0.06858716160058975,,,,,
6,15649,,0.10101734846830368,,,,,
6,15699,,0.0851607471704483,,,,,
6,15749,,0.08018634468317032,,,,,
6,15799,,0.06683392077684402,,,,,
6,15849,,0.08400870859622955,,,,,
6,15899,,0.06859687715768814,,,,,
6,15949,,0.0691334456205368,,,,,
6,15999,,0.11482030153274536,,,,,
6,16049,,0.07959436625242233,,,,,
6,16099,,0.06161358952522278,,,,,
6,16149,,0.08432921022176743,,,,,
6,16199,,0.06004992499947548,,,,,
6,16249,,0.11688550561666489,,,,,
6,16299,,0.0749460980296135,,,,,
6,16349,,0.12480185925960541,,,,,
6,16399,,0.1358879953622818,,,,,
6,16449,,0.11200998723506927,,,,,
6,16499,,0.07253403216600418,,,,,
6,16549,,0.06501653790473938,,,,,
6,16599,,0.10752376168966293,,,,,
6,16649,,0.07639218866825104,,,,,
6,16699,,0.08095819503068924,,,,,
6,16749,,0.09127252548933029,,,,,
6,16799,,0.06962666660547256,,,,,
6,16849,,0.08394944667816162,,,,,
6,16899,,0.09791070222854614,,,,,
6,16949,,0.06726562976837158,,,,,
6,16999,,0.0625964030623436,,,,,
6,17049,,0.06090116128325462,,,,,
6,17072,,,0.27963128685951233,1.3567798137664795,0.397145539522171,0.6076412200927734,0.19980987906455994
6,17072,0.0912291407585144,,,,,,
7,17099,,0.07711946219205856,,,,,
7,17149,,0.0813169851899147,,,,,
7,17199,,0.07667267322540283,,,,,
7,17249,,0.08212803304195404,,,,,
7,17299,,0.06567385047674179,,,,,
7,17349,,0.06324432045221329,,,,,
7,17399,,0.08282740414142609,,,,,
7,17449,,0.10634846985340118,,,,,
7,17499,,0.11893065273761749,,,,,
7,17549,,0.09769630432128906,,,,,
7,17599,,0.07652006298303604,,,,,
7,17649,,0.08160130679607391,,,,,
7,17699,,0.10266154259443283,,,,,
7,17749,,0.12717989087104797,,,,,
7,17799,,0.0938977375626564,,,,,
7,17849,,0.08425603806972504,,,,,
7,17899,,0.08770588785409927,,,,,
7,17949,,0.06629955023527145,,,,,
7,17999,,0.1145392507314682,,,,,
7,18049,,0.06338870525360107,,,,,
7,18099,,0.10217750072479248,,,,,
7,18149,,0.09520772844552994,,,,,
7,18199,,0.06373222917318344,,,,,
7,18249,,0.0655076876282692,,,,,
7,18299,,0.09667126089334488,,,,,
7,18349,,0.07017244398593903,,,,,
7,18399,,0.06391863524913788,,,,,
7,18449,,0.12298669666051865,,,,,
7,18499,,0.10028333216905594,,,,,
7,18549,,0.20500390231609344,,,,,
7,18599,,0.05660979077219963,,,,,
7,18649,,0.13343676924705505,,,,,
